data,DataAgenda,dataseparado,dataseparadofim,dataseparadoinicio,Emp,Pedidos,Itens,Opcao2,opcao,operador,separador,setor,status
2019-04-05 20:48:06,2019-04-05 00:00:00,,2019-04-10 09:31:46,2019-04-10 08:47:24,1,205612,30,F. Via Direta,Y,MICHELLF,julianl,Expedicao,F
2019-04-05 20:38:03,2019-04-05 00:00:00,,2019-04-10 08:43:32,2019-04-10 08:33:02,1,205611,9,F. Via Direta,Y,MICHELLF,alexd,Deposito,F
2019-04-05 20:35:50,2019-04-05 00:00:00,,2019-04-10 08:34:08,2019-04-10 08:26:06,1,205610,4,F. Via Direta,Y,MICHELLF,julianl,Expedicao,F
2019-04-05 20:32:28,2019-04-05 00:00:00,,2019-04-10 08:32:48,2019-04-10 08:17:05,1,205609,1,F. Via Direta,Y,MICHELLF,alexd,Deposito,F
2019-04-05 20:31:19,2019-04-05 00:00:00,,2019-04-10 08:19:33,2019-04-10 08:14:57,1,205608,3,F. Via Direta,Y,MICHELLF,julianl,Expedicao,F
2019-04-05 20:27:29,2019-04-05 00:00:00,,2019-04-08 12:50:43,2019-04-08 12:45:51,2,205607,1,F. Via Direta,Y,MICHELLF,kelsonlima,Deposito,F
2019-04-05 20:26:05,2019-04-05 00:00:00,,2019-04-10 10:43:05,2019-04-10 08:08:19,1,205606,30,F. Via Direta,Y,MICHELLF,"",,F
2019-04-05 20:08:17,2019-04-05 00:00:00,,2019-04-10 08:00:55,2019-04-10 07:54:03,1,205605,2,F. Via Direta,Y,MICHELLF,josef,Abastecimento,F
2019-04-05 20:06:15,2019-04-05 00:00:00,,2019-04-10 08:14:39,2019-04-10 07:32:14,1,205604,23,F. Via Direta,Y,MICHELLF,Douglasl,Deposito,F
2019-04-05 20:01:14,2019-04-05 00:00:00,,2019-04-10 08:06:03,2019-04-10 07:31:54,1,205603,11,F. Via Direta,Y,MICHELLF,julianl,Expedicao,F
2019-04-05 19:59:18,2019-04-05 00:00:00,,2019-04-10 07:35:41,2019-04-10 07:31:53,1,205602,1,F. Via Direta,Y,MICHELLF,josef,Abastecimento,F
2019-04-05 19:57:40,2019-04-05 00:00:00,,2019-04-10 08:09:20,2019-04-10 07:31:08,1,205601,21,F. Via Direta,Y,MICHELLF,alexd,Deposito,F
2019-04-05 19:54:21,2019-04-05 00:00:00,,2019-04-09 17:00:30,2019-04-09 16:36:54,1,205600,11,F. Via Direta,Y,MICHELLF,ewertond,Deposito,F
2019-04-05 19:54:19,2019-04-05 00:00:00,,2019-04-09 17:07:54,2019-04-09 15:36:44,1,205599,30,F. Via Direta,Y,MICHELLF,jeissonp,Deposito,F
2019-04-05 19:43:10,2019-04-05 00:00:00,,2019-04-09 15:45:24,2019-04-09 15:39:32,1,205598,2,F. Via Direta,Y,MICHELLF,alexd,Deposito,F
2019-04-05 19:43:08,2019-04-05 00:00:00,,2019-04-09 16:36:20,2019-04-09 15:17:55,1,205597,30,F. Via Direta,Y,MICHELLF,djailsonc,Deposito,F
2019-04-05 19:37:16,2019-04-05 00:00:00,,2019-04-09 15:40:41,2019-04-09 15:16:54,1,205596,6,F. Via Direta,Y,MICHELLF,Douglasl,Deposito,F
2019-04-05 19:33:05,2019-04-05 00:00:00,,2019-04-09 15:55:01,2019-04-09 15:17:03,1,205595,18,F. Via Direta,Y,MICHELLF,julianl,Expedicao,F
2019-04-05 19:07:00,2019-04-05 00:00:00,,2019-04-06 08:59:20,2019-04-06 08:41:56,1,205594,10,Abastecimento,N,JULIANA SILVA,joaos,Deposito,F
2019-04-05 18:58:16,2019-04-05 00:00:00,,2019-04-06 08:06:23,2019-04-06 07:56:49,1,205593,1,Abastecimento,N,lindianet,thiagob,Deposito,F
2019-04-05 18:35:21,2019-04-05 00:00:00,,2019-04-06 08:35:45,2019-04-06 08:27:04,1,205592,5,Abastecimento,N,martina,thiagob,Deposito,F
2019-04-05 18:34:16,2019-04-05 00:00:00,,2019-04-06 11:40:46,2019-04-06 10:32:54,2,205591,17,Abastecimento,N,deysek,caioc,Deposito,F
2019-04-05 18:22:55,2019-04-05 00:00:00,,2019-04-05 18:54:54,2019-04-05 18:37:43,1,205590,8,Abastecimento,N,FABIOV,jeissonp,Deposito,F
2019-04-05 17:55:03,2019-04-05 00:00:00,,2019-04-05 18:29:08,2019-04-05 18:07:55,1,205589,12,Abastecimento,N,CLEITON,ewertond,Deposito,F
2019-04-05 17:52:38,2019-04-05 00:00:00,,2019-04-06 08:17:04,2019-04-06 07:55:16,1,205588,4,F.Z.Norte,Z,ANDERSONMEDEIROS,alexd,Deposito,F
2019-04-05 17:51:19,2019-04-05 00:00:00,,2019-04-05 18:20:40,2019-04-05 18:19:51,1,205587,2,Abastecimento,N,HERLESO,FELIPES,Deposito,F
2019-04-05 17:49:06,2019-04-05 00:00:00,,2019-04-06 09:00:24,2019-04-06 07:32:04,1,205586,10,F.Z.Norte,Z,ANDERSONMEDEIROS,Douglasl,Deposito,F
2019-04-05 17:47:25,2019-04-05 00:00:00,,2019-04-05 18:21:33,2019-04-05 18:20:59,1,205585,2,Abastecimento,N,MarceloA,FELIPES,Deposito,F
2019-04-05 17:46:07,2019-04-03 00:00:00,,2019-04-05 18:16:57,2019-04-05 17:52:10,1,205584,4,Agendado,G,GABRIELLYG,GABRIELLYG,Promotor,F
2019-04-05 17:42:41,2019-04-05 00:00:00,,2019-04-05 17:53:36,2019-04-05 17:53:27,1,205583,2,Cliente,C,iranildov,djailsonc,Deposito,F
2019-04-05 17:42:26,2019-04-05 00:00:00,,2019-04-05 18:00:27,2019-04-05 18:00:15,1,205582,1,Cliente,C,gersono,djailsonc,Deposito,F
2019-04-05 17:40:54,2019-04-05 00:00:00,,2019-04-05 18:00:54,2019-04-05 18:00:34,1,205581,4,Cliente,C,gersono,djailsonc,Deposito,F
2019-04-05 17:34:15,2019-04-05 00:00:00,,2019-04-06 07:47:02,2019-04-06 07:26:56,1,205580,4,F.Z.Norte,Z,ANDERSONMEDEIROS,alexd,Deposito,F
2019-04-05 17:31:48,2019-04-05 00:00:00,,2019-04-06 09:12:40,2019-04-06 07:26:17,1,205579,20,F.Z.Norte,Z,ANDERSONMEDEIROS,julianl,Expedicao,F
2019-04-05 17:25:39,2019-04-05 00:00:00,,2019-04-06 08:41:08,2019-04-06 07:27:36,1,205578,20,F.Z.Norte,Z,ANDERSONMEDEIROS,josef,Abastecimento,F
2019-04-05 17:24:26,2019-04-05 00:00:00,,2019-04-06 08:32:23,2019-04-06 08:21:17,1,205577,6,Abastecimento,N,JOSEB,rudsond,Deposito,F
2019-04-05 17:24:00,2019-04-08 00:00:00,,2019-04-08 08:08:26,2019-04-08 07:34:04,1,205576,25,Agendado,G,Zenaib,joaos,Deposito,F
2019-04-05 17:23:04,2019-04-05 00:00:00,,2019-04-05 18:00:12,2019-04-05 17:26:05,1,205575,7,Abastecimento,N,leandrop,LEANDROP,Promotor,F
2019-04-05 17:21:59,2019-04-05 00:00:00,,2019-04-05 18:50:47,2019-04-05 18:38:21,1,205574,4,Abastecimento,N,ELLENM,ewertond,Deposito,F
2019-04-05 17:21:21,2019-04-05 00:00:00,,2019-04-06 08:40:34,2019-04-06 08:19:33,2,205573,16,Abastecimento,N,JEFFERSON,alanilsonm,Deposito,F
2019-04-05 17:09:31,2019-04-05 00:00:00,,2019-04-05 17:17:12,2019-04-05 17:13:59,1,205572,1,Cliente,C,FERNANDAD,micaelp,Deposito,F
2019-04-05 17:07:48,2019-04-05 00:00:00,,2019-04-05 17:16:19,2019-04-05 17:09:22,1,205571,1,Cliente,C,MARCIO GRA,djailsonc,Deposito,F
2019-04-05 17:00:24,2019-04-08 00:00:00,,2019-04-06 15:17:45,2019-04-06 15:06:20,1,205570,5,Agendado,G,Rosinha,ewertond,Deposito,F
2019-04-05 16:59:55,2019-04-05 00:00:00,,2019-04-05 17:06:41,2019-04-05 17:01:01,1,205569,1,Cliente,C,RANAUEA,ewertond,Deposito,F
2019-04-05 16:58:26,2019-04-05 00:00:00,,2019-04-05 18:03:54,2019-04-05 17:44:01,1,205568,6,Abastecimento,N,CLEITON,ANDREF,Abastecimento,F
2019-04-05 16:54:20,2019-04-05 00:00:00,,2019-04-05 16:59:54,2019-04-05 16:57:30,1,205567,1,Cliente,C,MARCIO GRA,ewertond,Deposito,F
2019-04-05 16:53:40,2019-04-05 00:00:00,,2019-04-05 18:19:06,2019-04-05 17:44:38,1,205566,6,Abastecimento,N,JOSEB,JOSEB,Abastecimento,F
2019-04-05 16:50:23,2019-04-05 00:00:00,,2019-04-06 08:07:47,2019-04-06 07:56:14,2,205565,1,Rota,R,KELVIN,alanilsonm,Deposito,F
2019-04-05 16:49:23,2019-04-05 00:00:00,,2019-04-06 08:34:07,2019-04-06 07:55:16,2,205564,9,Rota,R,CARLOSG,caioc,Deposito,F
2019-04-05 16:48:51,2019-04-05 00:00:00,,2019-04-06 08:20:21,2019-04-06 08:17:43,1,205563,2,Abastecimento,N,GABRIELLYG,thiagob,Deposito,F
2019-04-05 16:47:34,2019-04-05 00:00:00,2019-04-05 16:48:46,,,1,205562,1,Cliente,C,FERNANDAT,"",,F
2019-04-05 16:46:24,2019-04-05 00:00:00,,2019-04-05 18:36:17,2019-04-05 18:09:06,1,205561,7,Abastecimento,N,CLEITON,djailsonc,Deposito,F
2019-04-05 16:44:53,2019-04-05 00:00:00,,2019-04-05 17:07:43,2019-04-05 16:49:24,1,205560,4,Abastecimento,N,CLEITON,ALEFF,Abastecimento,F
2019-04-05 16:37:10,2019-04-05 00:00:00,,2019-04-05 17:56:53,2019-04-05 16:38:04,1,205559,2,Abastecimento,N,CLEITON,ANDREF,Abastecimento,F
2019-04-05 16:35:03,2019-04-05 00:00:00,,2019-04-05 16:47:12,2019-04-05 16:41:01,1,205558,1,Cliente,C,walterb,micaelp,Deposito,F
2019-04-05 16:34:52,2019-04-05 00:00:00,,2019-04-06 07:54:47,2019-04-06 07:32:22,1,205557,2,Abastecimento,N,CLEITON,thiagob,Deposito,F
2019-04-05 16:34:13,2019-04-05 00:00:00,,2019-04-05 18:26:48,2019-04-05 17:22:36,1,205556,19,Abastecimento,N,luciene,jeissonp,Deposito,F
2019-04-05 16:33:53,2019-04-05 00:00:00,,2019-04-05 16:38:26,2019-04-05 16:35:03,1,205555,1,Cliente,C,TEREZINHAJ,micaelp,Deposito,F
2019-04-05 16:32:18,2019-04-05 00:00:00,,2019-04-05 16:39:29,2019-04-05 16:33:30,1,205554,3,Cliente,C,RANAUEA,ewertond,Deposito,F
2019-04-05 16:30:30,2019-04-05 00:00:00,,2019-04-05 16:47:17,2019-04-05 16:33:36,1,205553,2,Abastecimento,N,EWERTONF,EWERTONF,Abastecimento,F
2019-04-05 16:24:31,2019-04-05 00:00:00,,2019-04-05 16:27:57,2019-04-05 16:26:15,1,205552,1,Cliente,C,willamer,mayadsonsouza,Deposito,F
2019-04-05 16:21:17,2019-04-05 00:00:00,2019-04-05 16:46:06,,2019-04-05 16:35:36,1,205551,2,Agendado,G,KELLYANE,HERLESO,Abastecimento,F
2019-04-05 16:20:05,2019-04-06 00:00:00,,2019-04-06 08:09:19,2019-04-06 07:31:03,1,205550,11,Agendado,G,KELLYANE,DANIELB,Deposito,F
2019-04-05 16:19:16,2019-04-05 00:00:00,,2019-04-05 16:28:47,2019-04-05 16:23:01,1,205549,4,Cliente,C,RANAUEA,ewertond,Deposito,F
2019-04-05 16:17:00,2019-04-05 00:00:00,,2019-04-05 16:48:23,2019-04-05 16:41:40,1,205548,4,Abastecimento,N,FERNANDAT,ewertond,Deposito,F
2019-04-05 16:16:23,2019-04-06 00:00:00,,2019-04-06 08:14:18,2019-04-06 07:32:18,1,205547,12,Agendado,G,KELLYANE,rudsond,Deposito,F
2019-04-05 16:10:06,2019-04-05 00:00:00,,2019-04-05 16:24:03,2019-04-05 16:17:41,1,205546,1,Cliente,C,HELDERF,djailsonc,Deposito,F
2019-04-05 16:08:34,2019-04-05 00:00:00,,2019-04-05 16:19:01,2019-04-05 16:17:05,1,205545,1,Cliente,C,ANTONIAL,ewertond,Deposito,F
2019-04-05 16:07:59,2019-04-05 00:00:00,,2019-04-05 16:15:43,2019-04-05 16:14:31,1,205544,1,Cliente,C,EDINALDOM,rudsond,Deposito,F
2019-04-05 16:06:49,2019-04-05 00:00:00,,2019-04-05 16:13:49,2019-04-05 16:13:41,1,205543,1,Cliente,C,MARIAC,ARIELG,Deposito,F
2019-04-05 16:06:42,2019-04-05 00:00:00,,2019-04-05 16:14:14,2019-04-05 16:12:35,1,205542,1,Cliente,C,ANTONIAL,mayadsonsouza,Deposito,F
2019-04-05 16:05:47,2019-04-05 00:00:00,,2019-04-05 16:15:52,2019-04-05 16:08:06,1,205541,3,Cliente,C,AKELLY,djailsonc,Deposito,F
2019-04-05 16:04:10,2019-04-05 00:00:00,,2019-04-05 16:15:10,2019-04-05 16:07:41,1,205539,2,Cliente,C,walterb,ewertond,Deposito,F
2019-04-05 16:03:38,2019-04-05 00:00:00,,2019-04-08 15:20:51,2019-04-08 15:18:38,10,205538,16,Abastecimento,N,julianab,andersonm,Administracao,F
2019-04-05 16:00:47,2019-04-05 00:00:00,,2019-04-05 17:06:39,2019-04-05 16:05:02,1,205537,17,Abastecimento,N,JOAOO,JOAOO,Abastecimento,F
2019-04-05 15:59:29,2019-04-05 00:00:00,,2019-04-05 17:55:15,2019-04-05 17:31:27,1,205536,7,Abastecimento,N,Raniel,ewertond,Deposito,F
2019-04-05 15:54:04,2019-04-05 00:00:00,,2019-04-05 17:05:18,2019-04-05 16:51:39,1,205535,6,Abastecimento,N,MARIAC,micaelp,Deposito,F
2019-04-05 15:54:01,2019-04-05 00:00:00,,2019-04-12 10:47:20,2019-04-12 09:37:06,2,205534,20,F.Shop 10,X,ANDERSONMEDEIROS,marcosb,Deposito,F
2019-04-05 15:51:05,2019-04-05 00:00:00,,2019-04-05 16:04:12,2019-04-05 15:54:35,1,205533,2,Cliente,C,TEREZINHAJ,ewertond,Deposito,F
2019-04-05 15:50:06,2019-04-05 00:00:00,2019-04-12 10:39:54,2019-04-12 12:37:30,2019-04-12 09:37:34,2,205532,22,F.Shop 10,X,ANDERSONMEDEIROS,"",,F
2019-04-05 15:49:54,2019-04-05 00:00:00,,2019-04-05 15:54:04,2019-04-05 15:52:58,1,205531,1,Cliente,C,AKELLY,mayadsonsouza,Deposito,F
2019-04-05 15:47:48,2019-04-05 00:00:00,,2019-04-05 15:59:16,2019-04-05 15:59:01,1,205530,2,Cliente,C,JOSEB,ARIELG,Deposito,F
2019-04-05 15:47:15,2019-04-05 00:00:00,,2019-04-05 15:57:09,2019-04-05 15:53:00,1,205529,1,Cliente,C,EDINALDOM,Douglasl,Deposito,F
2019-04-05 15:46:58,2019-04-05 00:00:00,,2019-04-12 13:37:53,2019-04-12 12:17:23,2,205528,20,F.Shop 10,X,ANDERSONMEDEIROS,alanilsonm,Deposito,F
2019-04-05 15:45:50,2019-04-05 00:00:00,,2019-04-05 15:54:29,2019-04-05 15:49:08,1,205527,1,Cliente,C,willamer,ewertond,Deposito,F
2019-04-05 15:39:44,2019-04-05 00:00:00,,2019-04-05 15:51:36,2019-04-05 15:51:06,1,205526,3,Cliente,C,gersono,Douglasl,Deposito,F
2019-04-05 15:35:50,2019-04-05 00:00:00,,2019-04-05 15:40:34,2019-04-05 15:40:27,1,205525,1,Cliente,C,CARLOSTHIAGO,ARIELG,Deposito,F
2019-04-05 15:35:40,2019-04-05 00:00:00,,2019-04-05 17:11:35,2019-04-05 15:36:48,1,205524,2,Abastecimento,N,aleff,ALEFF,Abastecimento,F
2019-04-05 15:35:37,2019-04-05 00:00:00,2019-04-05 16:48:59,,2019-04-05 15:39:39,1,205523,1,Cliente,C,TEREZINHAJ,Douglasl,Deposito,F
2019-04-05 15:33:03,2019-04-05 00:00:00,,2019-04-05 15:43:09,2019-04-05 15:34:52,1,205522,2,Cliente,C,AKELLY,alexd,Deposito,F
2019-04-05 15:28:25,2019-04-05 00:00:00,,2019-04-05 16:37:11,2019-04-05 15:30:59,1,205521,2,Abastecimento,N,EWERTONF,EWERTONF,Abastecimento,F
2019-04-05 15:27:24,2019-04-05 00:00:00,,2019-04-05 15:38:24,2019-04-05 15:28:20,1,205520,1,Cliente,C,lindianet,thiagob,Deposito,F
2019-04-05 15:24:57,2019-04-05 00:00:00,,2019-04-05 16:08:24,2019-04-05 15:29:40,1,205519,11,Abastecimento,N,MarceloA,MarceloA,Abastecimento,F
2019-04-05 15:24:28,2019-04-05 00:00:00,,2019-04-05 16:29:06,2019-04-05 15:25:40,1,205518,8,Abastecimento,N,CLEITON,ANDREF,Abastecimento,F
2019-04-05 15:21:49,2019-04-05 00:00:00,,2019-04-05 15:36:59,2019-04-05 15:24:35,1,205517,2,Cliente,C,CLEITON,Douglasl,Deposito,F
2019-04-05 15:19:38,2019-04-05 00:00:00,,2019-04-05 16:18:31,2019-04-05 15:22:59,1,205516,4,Abastecimento,N,leandrop,LEANDROP,Promotor,F
2019-04-05 15:16:52,2019-04-05 00:00:00,,2019-04-05 15:28:14,2019-04-05 15:20:52,1,205515,1,Cliente,C,walterb,josef,Abastecimento,F
2019-04-05 15:14:23,2019-04-05 00:00:00,2019-04-05 15:24:28,,2019-04-05 15:16:20,1,205514,1,Cliente,C,AKELLY,micaelp,Deposito,F
2019-04-05 15:13:33,2019-04-05 00:00:00,,2019-04-05 15:33:05,2019-04-05 15:13:56,1,205513,9,Abastecimento,N,CARLOSTHIAGO,CARLOSTHIAGO,Abastecimento,F
2019-04-05 15:12:18,2019-04-05 00:00:00,,2019-04-05 15:22:19,2019-04-05 15:14:52,1,205512,3,Cliente,C,AKELLY,julianl,Expedicao,F
2019-04-05 15:08:31,2019-04-05 00:00:00,,2019-04-05 16:10:18,2019-04-05 15:16:26,1,205511,4,Abastecimento,N,jneto,jneto,Promotor,F
2019-04-05 15:08:19,2019-04-05 00:00:00,,2019-04-05 16:09:17,2019-04-05 15:12:05,1,205510,2,Abastecimento,N,Sayonara3M,Sayonara3M,Promotor,F
2019-04-05 15:07:28,2019-04-05 00:00:00,,2019-04-05 15:27:29,2019-04-05 15:13:58,1,205509,2,Cliente,C,walterb,thiagob,Deposito,F
2019-04-05 15:07:18,2019-04-05 00:00:00,,2019-04-05 15:12:19,2019-04-05 15:10:15,1,205508,1,Cliente,C,MARCIO GRA,ewertond,Deposito,F
2019-04-05 15:06:37,2019-04-05 00:00:00,,2019-04-05 16:15:48,2019-04-05 15:11:53,1,205507,10,Abastecimento,N,Sayonara3M,Sayonara3M,Promotor,F
2019-04-05 15:05:08,2019-04-05 00:00:00,,2019-04-05 15:13:28,2019-04-05 15:06:42,1,205506,1,Cliente,C,MARIAC,micaelp,Deposito,F
2019-04-05 15:02:58,2019-04-05 00:00:00,,2019-04-12 14:22:30,2019-04-12 13:39:58,2,205505,24,F.Shop 10,X,ANDERSONMEDEIROS,marcosb,Deposito,F
2019-04-05 15:01:42,2019-04-05 00:00:00,,2019-04-05 15:13:56,2019-04-05 15:04:50,1,205504,1,Cliente,C,willamer,julianl,Expedicao,F
2019-04-05 14:55:05,2019-04-05 00:00:00,,2019-04-06 11:10:43,2019-04-06 10:02:09,2,205503,10,F.Z.Norte,Z,ANDERSONMEDEIROS,franciscoa,Deposito,F
2019-04-05 14:54:32,2019-04-05 00:00:00,,2019-04-05 15:04:41,2019-04-05 14:57:33,1,205502,1,Cliente,C,fernandak,julianl,Expedicao,F
2019-04-05 14:53:52,2019-04-05 00:00:00,,2019-04-05 15:01:37,2019-04-05 15:01:22,1,205501,1,Cliente,C,luisn,thiagob,Deposito,F
2019-04-05 14:52:26,2019-04-05 00:00:00,,2019-04-06 11:37:17,2019-04-06 10:00:38,2,205500,20,F.Z.Norte,Z,ANDERSONMEDEIROS,hurielm,Deposito,F
2019-04-05 14:45:56,2019-04-05 00:00:00,,2019-04-08 13:00:24,2019-04-08 12:26:40,2,205499,8,F. Via Direta,Y,ANDERSONMEDEIROS,alanilsonm,Deposito,F
2019-04-05 14:45:54,2019-04-05 00:00:00,,2019-04-05 14:56:09,2019-04-05 14:48:46,1,205498,4,Cliente,C,AKELLY,ewertond,Deposito,F
2019-04-05 14:44:09,2019-04-05 00:00:00,,2019-04-08 14:26:10,2019-04-08 13:11:40,2,205497,20,F. Via Direta,Y,ANDERSONMEDEIROS,kelsonlima,Deposito,F
2019-04-05 14:40:46,2019-04-05 00:00:00,,2019-04-05 14:51:16,2019-04-05 14:46:32,1,205496,1,Cliente,C,MARCIO GRA,joaos,Deposito,F
2019-04-05 14:38:56,2019-04-05 00:00:00,,2019-04-05 14:50:26,2019-04-05 14:41:28,1,205495,1,Cliente,C,luisn,DANIELB,Deposito,F
2019-04-05 14:36:04,2019-04-05 00:00:00,,2019-04-05 15:00:38,2019-04-05 14:59:30,1,205494,8,Abastecimento,N,CARLOSTHIAGO,ARIELG,Deposito,F
2019-04-05 14:34:24,2019-04-05 00:00:00,,2019-04-05 15:01:02,2019-04-05 14:35:58,1,205493,1,Abastecimento,N,ELLENM,ELLENM,Promotor,F
2019-04-05 14:33:39,2019-04-05 00:00:00,,2019-04-05 14:40:00,2019-04-05 14:36:29,1,205492,1,Cliente,C,luizb,rudsond,Deposito,F
2019-04-05 14:33:07,2019-04-05 00:00:00,,2019-04-05 15:19:09,2019-04-05 15:08:11,1,205491,3,Abastecimento,N,NIETE OLIVEIRA,rudsond,Deposito,F
2019-04-05 14:29:40,2019-04-05 00:00:00,,2019-04-05 15:41:41,2019-04-05 15:02:03,1,205490,14,Abastecimento,N,NIETE OLIVEIRA,ewertond,Deposito,F
2019-04-05 14:26:49,2019-04-05 00:00:00,,2019-04-05 14:36:28,2019-04-05 14:36:21,1,205489,1,Cliente,C,CARLOSTHIAGO,ARIELG,Deposito,F
2019-04-05 14:24:22,2019-04-05 00:00:00,,2019-04-08 15:30:31,2019-04-08 14:19:21,2,205488,20,F. Via Direta,Y,ANDERSONMEDEIROS,raonnyp,Deposito,F
2019-04-05 14:20:55,2019-04-05 00:00:00,,2019-04-08 15:28:02,2019-04-08 14:33:16,2,205487,20,F. Via Direta,Y,ANDERSONMEDEIROS,kelsonlima,Deposito,F
2019-04-05 14:20:03,2019-04-05 00:00:00,,2019-04-05 16:27:31,2019-04-05 14:29:09,1,205486,36,Cliente,C,lisleneo,MARIA IVANILDA,Abastecimento,F
2019-04-05 14:17:50,2019-04-05 00:00:00,,2019-04-08 14:37:36,2019-04-08 13:11:02,2,205485,20,F. Via Direta,Y,ANDERSONMEDEIROS,alanilsonm,Deposito,F
2019-04-05 14:14:05,2019-04-05 00:00:00,,2019-04-05 15:03:40,2019-04-05 14:49:36,1,205484,13,Abastecimento,N,aoliveira,micaelp,Deposito,F
2019-04-05 14:12:32,2019-04-05 00:00:00,,2019-04-05 16:42:18,2019-04-05 14:30:43,1,205483,8,Abastecimento,N,MoisesA,MOISESA,Abastecimento,F
2019-04-05 14:11:57,2019-04-05 00:00:00,,2019-04-05 14:36:10,2019-04-05 14:35:53,1,205482,1,Cliente,C,AKELLY,thiagob,Deposito,F
2019-04-05 14:11:37,2019-04-05 00:00:00,,2019-04-05 15:19:41,2019-04-05 14:52:50,1,205481,7,Abastecimento,N,luisn,DANIELB,Deposito,F
2019-04-05 14:11:15,2019-04-05 00:00:00,2019-04-05 14:23:58,,,1,205480,1,Cliente,C,luizb,"",,F
2019-04-05 14:10:01,2019-04-05 00:00:00,,2019-04-05 14:36:52,2019-04-05 14:32:31,1,205479,1,Cliente,C,luizb,joaos,Deposito,F
2019-04-05 14:09:37,2019-04-05 00:00:00,2019-04-05 14:28:18,,,1,205478,1,Cliente,C,lilian,"",,F
2019-04-05 14:09:09,2019-04-05 00:00:00,,2019-04-05 14:31:06,2019-04-05 14:29:02,1,205477,1,Cliente,C,DANIELPONTES,joaos,Deposito,F
2019-04-05 14:06:42,2019-04-05 00:00:00,,2019-04-05 14:35:23,2019-04-05 14:24:16,1,205476,1,Cliente,C,AKELLY,thiagob,Deposito,F
2019-04-05 14:02:22,2019-04-05 00:00:00,,2019-04-05 15:49:39,2019-04-05 14:33:06,1,205475,31,Abastecimento,N,alberion,ALBERION,Abastecimento,F
2019-04-05 13:57:59,2019-04-05 00:00:00,,2019-04-05 14:35:20,2019-04-05 14:34:21,1,205474,8,Abastecimento,N,joseg,ARIELG,Deposito,F
2019-04-05 13:52:05,2019-04-01 00:00:00,,2019-04-05 15:17:51,2019-04-05 14:51:59,1,205473,20,Abastecimento,N,JOAO FIGUEREDO,joaos,Deposito,F
2019-04-05 13:43:37,2019-04-05 00:00:00,,2019-04-05 14:48:17,2019-04-05 14:37:50,1,205472,5,Abastecimento,N,NIETE OLIVEIRA,thiagob,Deposito,F
2019-04-05 13:37:01,2019-04-05 00:00:00,,2019-04-05 13:47:32,2019-04-05 13:41:28,1,205471,3,Cliente,C,ANA PAULA,DANIELB,Deposito,F
2019-04-05 13:31:57,2019-04-05 00:00:00,,2019-04-05 13:42:41,2019-04-05 13:34:20,1,205470,1,Cliente,C,JOAOO,JOAOO,Abastecimento,F
2019-04-05 13:31:28,2019-04-05 00:00:00,,2019-04-05 14:31:44,2019-04-05 14:21:05,1,205469,2,Abastecimento,N,luisn,rudsond,Deposito,F
2019-04-05 13:29:25,2019-04-05 00:00:00,,2019-04-05 13:40:25,2019-04-05 13:39:55,1,205468,1,Cliente,C,MarceloA,josef,Abastecimento,F
2019-04-05 13:26:21,2019-04-05 00:00:00,,2019-04-05 13:33:09,2019-04-05 13:27:44,1,205467,1,Cliente,C,JOSINIELRYA,thiagob,Deposito,F
2019-04-05 13:19:51,2019-04-05 00:00:00,,2019-04-05 13:28:49,2019-04-05 13:28:46,1,205466,1,Cliente,C,FERNANDAD,josef,Abastecimento,F
2019-04-05 13:18:03,2019-04-05 00:00:00,,2019-04-05 14:43:47,2019-04-05 13:21:17,1,205465,13,Abastecimento,N,jadson wigson,jadson wigson,Promotor,F
2019-04-05 13:14:52,2019-04-05 00:00:00,,2019-04-05 13:19:10,2019-04-05 13:16:53,1,205464,1,Cliente,C,elias,MOISESIRINEU,Deposito,F
2019-04-05 13:13:04,2019-04-05 00:00:00,,2019-04-05 13:23:49,2019-04-05 13:16:34,1,205463,1,Cliente,C,netinho,micaelp,Deposito,F
2019-04-05 13:04:23,2019-04-05 00:00:00,,2019-04-05 13:10:14,2019-04-05 13:09:51,1,205462,1,Cliente,C,elias,israelsantos,Deposito,F
2019-04-05 13:01:39,2019-04-05 00:00:00,,2019-04-05 13:10:04,2019-04-05 13:03:42,1,205461,1,Cliente,C,MARCIO GRA,micaelp,Deposito,F
2019-04-05 13:00:07,2019-04-05 00:00:00,,2019-04-08 13:46:53,2019-04-08 12:30:41,2,205460,20,F. Via Direta,Y,ANDERSONMEDEIROS,hurielm,Deposito,F
2019-04-05 12:59:33,2019-04-05 00:00:00,,2019-04-05 13:09:13,2019-04-05 13:07:35,1,205459,1,Cliente,C,JOSEB,MOISESIRINEU,Deposito,F
2019-04-05 12:58:56,2019-04-05 00:00:00,,2019-04-05 14:26:41,2019-04-05 14:20:19,1,205458,5,Abastecimento,N,ROBERTAS,joaos,Deposito,F
2019-04-05 12:57:45,2019-04-05 00:00:00,,2019-04-05 13:03:35,2019-04-05 13:00:31,2,205457,1,Abastecimento,N,ROBERIO,caioc,Deposito,F
2019-04-05 12:57:09,2019-04-05 00:00:00,,2019-04-08 15:47:07,2019-04-08 13:39:06,2,205456,20,F. Via Direta,Y,ANDERSONMEDEIROS,franciscoa,Deposito,F
2019-04-05 12:51:27,2019-04-05 00:00:00,2019-04-05 15:04:13,,,1,205455,1,Cliente,C,jneto,"",,F
